INVOICE_ID,PO_ID,SUPPLIER_ID,INVOICE_DATE,CURRENCY,TOTAL_AMOUNT,STATUS
INV-003689,PO-003689,SUP-0006,2026-05-15,GBP,104622.04,RECEIVED
INV-003690,PO-003690,SUP-0046,2026-08-30,USD,34085.88,RECEIVED
INV-003691,PO-003691,SUP-0110,2026-07-05,USD,104873.37,RECEIVED
INV-003692,PO-003692,SUP-0119,2026-03-31,INR,47092.93,RECEIVED
INV-003693,PO-003693,SUP-0062,2026-02-06,GBP,6458.67,RECEIVED
INV-003694,PO-003694,SUP-0087,2026-08-19,INR,104331.03,RECEIVED
INV-003695,PO-003695,SUP-0120,2026-02-05,INR,90603.56,RECEIVED
INV-003696,PO-003696,SUP-0047,2026-08-19,INR,52795.44,RECEIVED
INV-003697,PO-003697,SUP-0036,2026-03-06,INR,76838.58,RECEIVED
INV-003698,PO-003698,SUP-0087,2026-08-09,INR,132090.89,RECEIVED
INV-003699,PO-003699,SUP-0056,2026-08-21,GBP,52167.0,RECEIVED
INV-003700,PO-003700,SUP-0071,2026-07-24,INR,140730.04,RECEIVED
INV-003701,PO-003701,SUP-0066,2026-01-20,GBP,79312.07,RECEIVED
INV-003702,PO-003702,SUP-0060,2026-08-06,GBP,33879.59,RECEIVED
INV-003703,PO-003703,SUP-0096,2026-08-25,EUR,132893.51,RECEIVED
INV-003704,PO-003704,SUP-0011,2026-08-03,GBP,25261.24,RECEIVED
INV-003705,PO-003705,SUP-0107,2026-01-13,EUR,114752.13,RECEIVED
INV-003706,PO-003706,SUP-0030,2026-05-12,GBP,123395.32,RECEIVED
INV-003707,PO-003707,SUP-0120,2026-01-24,INR,31951.86,RECEIVED
INV-003708,PO-003708,SUP-0092,2026-08-18,INR,68783.36,RECEIVED
INV-003709,PO-003709,SUP-0104,2026-08-11,GBP,87571.5,RECEIVED
INV-003710,PO-003710,SUP-0068,2026-07-13,INR,122439.6,RECEIVED
INV-003711,PO-003711,SUP-0032,2026-04-27,USD,90471.89,RECEIVED
INV-003712,PO-003712,SUP-0098,2026-08-09,USD,67766.97,RECEIVED
INV-003713,PO-003713,SUP-0102,2026-03-13,GBP,17570.32,RECEIVED
INV-003714,PO-003714,SUP-0003,2026-02-02,EUR,95031.66,RECEIVED
INV-003715,PO-003715,SUP-0101,2026-02-24,EUR,145559.97,RECEIVED
INV-003716,PO-003716,SUP-0025,2026-06-02,EUR,98262.36,RECEIVED
INV-003717,PO-003717,SUP-0009,2026-07-30,EUR,89842.03,RECEIVED
INV-003718,PO-003718,SUP-0054,2026-06-06,GBP,77715.75,RECEIVED
INV-003719,PO-003719,SUP-0119,2026-04-16,INR,110202.88,RECEIVED
INV-003720,PO-003720,SUP-0067,2026-02-21,GBP,51340.0,RECEIVED
INV-003721,PO-003721,SUP-0063,2026-02-14,INR,97795.0,RECEIVED
INV-003722,PO-003722,SUP-0081,2026-05-08,USD,132983.63,RECEIVED
INV-003723,PO-003723,SUP-0114,2026-08-30,EUR,115372.71,RECEIVED
INV-003724,PO-003724,SUP-0046,2026-04-06,USD,121217.9,RECEIVED
INV-003725,PO-003725,SUP-0053,2026-08-14,EUR,131559.11,RECEIVED
INV-003726,PO-003726,SUP-0010,2026-02-13,INR,68279.61,RECEIVED
INV-003727,PO-003727,SUP-0059,2026-05-08,INR,142402.92,RECEIVED
INV-003728,PO-003728,SUP-0120,2026-01-14,USD,33797.66,RECEIVED
INV-003729,PO-003729,SUP-0082,2026-06-04,GBP,43574.76,RECEIVED
INV-003730,PO-003730,SUP-0007,2026-06-28,INR,108512.52,RECEIVED
INV-003731,PO-003731,SUP-0011,2026-03-20,USD,56373.87,RECEIVED
INV-003732,PO-003732,SUP-0079,2026-03-23,INR,117450.97,RECEIVED
INV-003733,PO-003733,SUP-0029,2026-06-01,USD,15174.11,RECEIVED
INV-003734,PO-003734,SUP-0035,2026-06-29,EUR,128866.3,RECEIVED
INV-003735,PO-003735,SUP-0046,2026-05-24,USD,64852.71,RECEIVED
INV-003736,PO-003736,SUP-0039,2026-03-11,GBP,26521.72,RECEIVED
INV-003737,PO-003737,SUP-0037,2026-07-22,EUR,107428.57,RECEIVED
INV-003738,PO-003738,SUP-0065,2026-06-03,GBP,38481.64,RECEIVED
INV-003739,PO-003739,SUP-0014,2026-03-11,INR,63440.11,RECEIVED
INV-003740,PO-003740,SUP-0095,2026-04-09,GBP,112096.04,RECEIVED
INV-003741,PO-003741,SUP-0001,2026-09-01,EUR,106121.72,RECEIVED
INV-003742,PO-003742,SUP-0031,2026-04-03,GBP,149855.29,RECEIVED
INV-003743,PO-003743,SUP-0039,2026-02-19,GBP,131509.4,RECEIVED
INV-003744,PO-003744,SUP-0006,2026-05-06,GBP,4432.84,RECEIVED
INV-003745,PO-003745,SUP-0016,2026-05-03,EUR,129964.7,RECEIVED
INV-003746,PO-003746,SUP-0011,2026-01-26,GBP,116394.24,RECEIVED
INV-003747,PO-003747,SUP-0028,2026-05-05,INR,29078.92,RECEIVED
INV-003748,PO-003748,SUP-0013,2026-06-22,INR,116352.17,RECEIVED
INV-003749,PO-003749,SUP-0039,2026-08-07,GBP,29838.38,RECEIVED
INV-003750,PO-003750,SUP-0036,2026-06-28,GBP,77741.19,RECEIVED
INV-003751,PO-003751,SUP-0053,2026-08-26,EUR,3148.09,RECEIVED
INV-003752,PO-003752,SUP-0116,2026-02-19,EUR,126850.94,RECEIVED
INV-003753,PO-003753,SUP-0081,2026-09-01,INR,105757.07,RECEIVED
INV-003754,PO-003754,SUP-0081,2026-07-04,INR,130112.37,RECEIVED
INV-003755,PO-003755,SUP-0109,2026-05-10,EUR,40253.91,RECEIVED
INV-003756,PO-003756,SUP-0057,2026-04-29,INR,61807.96,RECEIVED
INV-003757,PO-003757,SUP-0119,2026-02-17,INR,37987.66,RECEIVED
INV-003758,PO-003758,SUP-0050,2026-09-09,USD,20361.11,RECEIVED
INV-003759,PO-003759,SUP-0033,2026-07-09,USD,111369.56,RECEIVED
INV-003760,PO-003760,SUP-0089,2026-05-18,INR,132033.33,RECEIVED
INV-003761,PO-003761,SUP-0060,2026-08-27,GBP,114870.16,RECEIVED
INV-003762,PO-003762,SUP-0021,2026-08-30,GBP,25905.6,RECEIVED
INV-003763,PO-003763,SUP-0106,2026-09-04,USD,31825.91,RECEIVED
INV-003764,PO-003764,SUP-0070,2026-03-12,INR,29713.6,RECEIVED
INV-003765,PO-003765,SUP-0027,2026-05-10,EUR,60618.21,RECEIVED
INV-003766,PO-003766,SUP-0007,2026-02-27,INR,8969.1,RECEIVED
INV-003767,PO-003767,SUP-0057,2026-07-16,INR,96378.84,RECEIVED
INV-003768,PO-003768,SUP-0051,2026-05-21,GBP,79837.74,RECEIVED
INV-003769,PO-003769,SUP-0102,2026-03-06,GBP,117578.8,RECEIVED
INV-003770,PO-003770,SUP-0043,2026-02-18,USD,84853.2,RECEIVED
INV-003771,PO-003771,SUP-0085,2026-07-23,EUR,50343.74,RECEIVED
INV-003772,PO-003772,SUP-0086,2026-08-17,GBP,24345.84,RECEIVED
INV-003773,PO-003773,SUP-0095,2026-04-15,GBP,67425.07,RECEIVED
INV-003774,PO-003774,SUP-0056,2026-02-12,GBP,101489.17,RECEIVED
INV-003775,PO-003775,SUP-0118,2026-09-22,USD,105080.38,RECEIVED
INV-003776,PO-003776,SUP-0071,2026-02-24,INR,57387.79,RECEIVED
INV-003777,PO-003777,SUP-0025,2026-08-10,USD,146049.51,RECEIVED
INV-003778,PO-003778,SUP-0060,2026-03-23,GBP,122068.67,RECEIVED
INV-003779,PO-003779,SUP-0006,2026-06-08,GBP,17735.77,RECEIVED
INV-003780,PO-003780,SUP-0110,2026-07-31,USD,85028.08,RECEIVED
INV-003781,PO-003781,SUP-0036,2026-05-08,INR,140747.29,RECEIVED
INV-003782,PO-003782,SUP-0065,2026-01-13,GBP,107844.41,RECEIVED
INV-003783,PO-003783,SUP-0098,2026-08-28,USD,87858.67,RECEIVED
INV-003784,PO-003784,SUP-0061,2026-08-22,EUR,10829.25,RECEIVED
INV-003785,PO-003785,SUP-0052,2026-06-22,EUR,128082.55,RECEIVED
INV-003786,PO-003786,SUP-0019,2026-02-11,EUR,119115.91,RECEIVED
INV-003787,PO-003787,SUP-0039,2026-09-07,GBP,6764.81,RECEIVED
INV-003788,PO-003788,SUP-0064,2026-06-01,EUR,82969.1,RECEIVED
INV-003789,PO-003789,SUP-0038,2026-05-02,INR,54592.06,RECEIVED
INV-003790,PO-003790,SUP-0045,2026-01-27,EUR,10992.97,RECEIVED
INV-003791,PO-003791,SUP-0013,2026-01-28,INR,68717.14,RECEIVED
INV-003792,PO-003792,SUP-0012,2026-06-07,USD,41051.33,RECEIVED
INV-003793,PO-003793,SUP-0101,2026-01-29,EUR,120890.44,RECEIVED
INV-003794,PO-003794,SUP-0096,2026-07-15,EUR,138773.22,RECEIVED
INV-003795,PO-003795,SUP-0027,2026-04-08,EUR,139699.2,RECEIVED
INV-003796,PO-003796,SUP-0056,2026-08-10,GBP,47204.65,RECEIVED
INV-003797,PO-003797,SUP-0109,2026-03-03,EUR,69613.03,RECEIVED
INV-003798,PO-003798,SUP-0093,2026-02-02,GBP,119154.13,RECEIVED
INV-003799,PO-003799,SUP-0011,2026-08-09,GBP,13954.94,RECEIVED
INV-003800,PO-003800,SUP-0051,2026-08-02,GBP,38708.3,RECEIVED
INV-003801,PO-003801,SUP-0021,2026-05-08,GBP,149058.06,RECEIVED
INV-003802,PO-003802,SUP-0066,2026-03-27,GBP,141679.08,RECEIVED
INV-003803,PO-003803,SUP-0047,2026-07-21,INR,44277.7,RECEIVED
INV-003804,PO-003804,SUP-0069,2026-07-19,EUR,38702.65,RECEIVED
INV-003805,PO-003805,SUP-0008,2026-04-19,EUR,41221.71,RECEIVED
INV-003806,PO-003806,SUP-0093,2026-02-26,GBP,145314.18,RECEIVED
INV-003807,PO-003807,SUP-0025,2026-02-16,USD,118916.41,RECEIVED
INV-003808,PO-003808,SUP-0042,2026-04-18,USD,121612.97,RECEIVED
INV-003809,PO-003809,SUP-0071,2026-07-16,INR,37706.19,RECEIVED
INV-003810,PO-003810,SUP-0106,2026-06-24,USD,63053.78,RECEIVED
INV-003811,PO-003811,SUP-0023,2026-04-25,EUR,31742.31,RECEIVED
INV-003812,PO-003812,SUP-0103,2026-07-18,GBP,134683.37,RECEIVED
INV-003813,PO-003813,SUP-0036,2026-01-07,GBP,114577.69,RECEIVED
INV-003814,PO-003814,SUP-0002,2026-07-23,USD,147816.12,RECEIVED
INV-003815,PO-003815,SUP-0048,2026-03-14,USD,144124.92,RECEIVED
INV-003816,PO-003816,SUP-0065,2026-06-19,GBP,112033.14,RECEIVED
INV-003817,PO-003817,SUP-0079,2026-09-27,INR,51041.93,RECEIVED
INV-003818,PO-003818,SUP-0055,2026-05-10,USD,29469.49,RECEIVED
INV-003819,PO-003819,SUP-0115,2026-06-26,EUR,34589.07,RECEIVED
INV-003820,PO-003820,SUP-0098,2026-01-18,USD,44434.25,RECEIVED
INV-003821,PO-003821,SUP-0119,2026-03-06,INR,133606.76,RECEIVED
INV-003822,PO-003822,SUP-0038,2026-09-29,INR,104896.91,RECEIVED
INV-003823,PO-003823,SUP-0113,2026-09-09,INR,77676.41,RECEIVED
INV-003824,PO-003824,SUP-0040,2026-05-10,USD,24537.93,RECEIVED
INV-003825,PO-003825,SUP-0103,2026-04-28,GBP,117016.6,RECEIVED
INV-003826,PO-003826,SUP-0018,2026-07-09,USD,39724.7,RECEIVED
INV-003827,PO-003827,SUP-0104,2026-09-26,GBP,56446.33,RECEIVED
INV-003828,PO-003828,SUP-0091,2026-03-01,USD,129576.17,RECEIVED
INV-003829,PO-003829,SUP-0066,2026-08-19,GBP,36415.73,RECEIVED
INV-003830,PO-003830,SUP-0077,2026-08-26,EUR,138432.52,RECEIVED
INV-003831,PO-003831,SUP-0117,2026-08-17,INR,43090.24,RECEIVED
INV-003832,PO-003832,SUP-0120,2026-08-14,USD,117792.19,RECEIVED
INV-003833,PO-003833,SUP-0109,2026-07-27,EUR,32718.31,RECEIVED
INV-003834,PO-003834,SUP-0111,2026-05-05,GBP,131357.12,RECEIVED
INV-003835,PO-003835,SUP-0031,2026-03-14,GBP,62365.88,RECEIVED
INV-003836,PO-003836,SUP-0024,2026-06-12,USD,77378.6,RECEIVED
INV-003837,PO-003837,SUP-0012,2026-02-12,USD,88536.28,RECEIVED
INV-003838,PO-003838,SUP-0014,2026-04-18,INR,126940.15,RECEIVED
INV-003839,PO-003839,SUP-0115,2026-06-12,EUR,52937.07,RECEIVED
INV-003840,PO-003840,SUP-0019,2026-03-15,EUR,49448.81,RECEIVED
INV-003841,PO-003841,SUP-0038,2026-04-18,INR,14775.87,RECEIVED
INV-003842,PO-003842,SUP-0080,2026-03-26,INR,30720.11,RECEIVED
INV-003843,PO-003843,SUP-0009,2026-09-17,EUR,39446.21,RECEIVED
INV-003844,PO-003844,SUP-0112,2026-04-22,EUR,81159.5,RECEIVED
INV-003845,PO-003845,SUP-0042,2026-05-31,GBP,94586.02,RECEIVED
INV-003846,PO-003846,SUP-0084,2026-04-30,EUR,68458.41,RECEIVED
INV-003847,PO-003847,SUP-0002,2026-02-20,USD,76394.59,RECEIVED
INV-003848,PO-003848,SUP-0036,2026-03-24,GBP,47730.82,RECEIVED
INV-003849,PO-003849,SUP-0073,2026-04-14,GBP,109103.19,RECEIVED
INV-003850,PO-003850,SUP-0040,2026-05-11,USD,134535.09,RECEIVED
INV-003851,PO-003851,SUP-0030,2026-03-22,GBP,80675.69,RECEIVED
INV-003852,PO-003852,SUP-0111,2026-06-06,GBP,101452.27,RECEIVED
INV-003853,PO-003853,SUP-0101,2026-07-05,EUR,48101.26,RECEIVED
INV-003854,PO-003854,SUP-0006,2026-06-06,GBP,40088.24,RECEIVED
INV-003855,PO-003855,SUP-0118,2026-09-18,USD,48059.86,RECEIVED
INV-003856,PO-003856,SUP-0117,2026-05-14,INR,89186.07,RECEIVED
INV-003857,PO-003857,SUP-0020,2026-05-14,EUR,127930.69,RECEIVED
INV-003858,PO-003858,SUP-0073,2026-06-30,GBP,121298.6,RECEIVED
INV-003859,PO-003859,SUP-0118,2026-04-20,USD,19408.19,RECEIVED
INV-003860,PO-003860,SUP-0088,2026-09-04,EUR,14932.73,RECEIVED
INV-003861,PO-003861,SUP-0008,2026-02-16,EUR,33502.74,RECEIVED
INV-003862,PO-003862,SUP-0017,2026-05-17,INR,120634.14,RECEIVED
INV-003863,PO-003863,SUP-0076,2026-07-21,USD,20199.4,RECEIVED
INV-003864,PO-003864,SUP-0036,2026-09-15,GBP,129190.43,RECEIVED
INV-003865,PO-003865,SUP-0048,2026-07-21,USD,41019.49,RECEIVED
INV-003866,PO-003866,SUP-0062,2026-05-18,GBP,63133.17,RECEIVED
INV-003867,PO-003867,SUP-0091,2026-03-03,USD,38421.65,RECEIVED
INV-003868,PO-003868,SUP-0073,2026-07-09,GBP,50299.28,RECEIVED
INV-003869,PO-003869,SUP-0022,2026-01-31,GBP,42472.17,RECEIVED
INV-003870,PO-003870,SUP-0056,2026-03-18,GBP,149619.46,RECEIVED
INV-003871,PO-003871,SUP-0071,2026-06-19,INR,72197.35,RECEIVED
INV-003872,PO-003872,SUP-0050,2026-03-08,USD,51234.2,RECEIVED
INV-003873,PO-003873,SUP-0042,2026-02-05,USD,23756.42,RECEIVED
INV-003874,PO-003874,SUP-0105,2026-06-29,GBP,117468.81,RECEIVED
INV-003875,PO-003875,SUP-0096,2026-03-10,EUR,74544.31,RECEIVED
INV-003876,PO-003876,SUP-0091,2026-08-31,USD,19227.66,RECEIVED
INV-003877,PO-003877,SUP-0119,2026-01-12,INR,52494.12,RECEIVED
INV-003878,PO-003878,SUP-0061,2026-05-21,EUR,27471.24,RECEIVED
INV-003879,PO-003879,SUP-0074,2026-07-24,EUR,109762.14,RECEIVED
INV-003880,PO-003880,SUP-0085,2026-07-17,GBP,76216.43,RECEIVED
INV-003881,PO-003881,SUP-0054,2026-06-14,INR,37597.71,RECEIVED
INV-003882,PO-003882,SUP-0056,2026-06-01,GBP,61474.34,RECEIVED
INV-003883,PO-003883,SUP-0035,2026-09-20,GBP,30345.25,RECEIVED
INV-003884,PO-003884,SUP-0005,2026-04-04,USD,69813.63,RECEIVED
INV-003885,PO-003885,SUP-0031,2026-05-12,GBP,85219.63,RECEIVED
INV-003886,PO-003886,SUP-0010,2026-04-29,INR,147078.45,RECEIVED
INV-003887,PO-003887,SUP-0006,2026-02-02,GBP,14838.98,RECEIVED
INV-003888,PO-003888,SUP-0110,2026-03-12,USD,27074.29,RECEIVED
INV-003889,PO-003889,SUP-0003,2026-06-07,EUR,77366.31,RECEIVED
INV-003890,PO-003890,SUP-0085,2026-09-04,GBP,142824.65,RECEIVED
INV-003891,PO-003891,SUP-0025,2026-09-28,EUR,1469.93,RECEIVED
INV-003892,PO-003892,SUP-0089,2026-03-15,INR,29605.86,RECEIVED
INV-003893,PO-003893,SUP-0065,2026-03-06,GBP,111876.18,RECEIVED
INV-003894,PO-003894,SUP-0116,2026-02-28,EUR,138025.12,RECEIVED
INV-003895,PO-003895,SUP-0061,2026-05-05,EUR,34415.15,RECEIVED
INV-003896,PO-003896,SUP-0104,2026-07-12,GBP,38791.16,RECEIVED
INV-003897,PO-003897,SUP-0022,2026-05-17,GBP,62535.47,RECEIVED
INV-003898,PO-003898,SUP-0030,2026-03-25,GBP,50265.95,RECEIVED
INV-003899,PO-003899,SUP-0032,2026-04-28,USD,66761.77,RECEIVED
INV-003900,PO-003900,SUP-0058,2026-06-23,GBP,105365.07,RECEIVED
INV-003901,PO-003901,SUP-0073,2026-05-18,GBP,36725.98,RECEIVED
INV-003902,PO-003902,SUP-0009,2026-07-30,EUR,62951.93,RECEIVED
INV-003903,PO-003903,SUP-0066,2026-07-06,GBP,36875.45,RECEIVED
INV-003904,PO-003904,SUP-0001,2026-02-02,EUR,91627.11,RECEIVED
INV-003905,PO-003905,SUP-0111,2026-05-12,GBP,130966.74,RECEIVED
INV-003906,PO-003906,SUP-0085,2026-08-31,GBP,146297.17,RECEIVED
INV-003907,PO-003907,SUP-0111,2026-07-01,GBP,41245.61,RECEIVED
INV-003908,PO-003908,SUP-0120,2026-01-12,USD,72974.12,RECEIVED
INV-003909,PO-003909,SUP-0031,2026-05-03,GBP,80403.83,RECEIVED
INV-003910,PO-003910,SUP-0036,2026-06-22,INR,123234.45,RECEIVED
INV-003911,PO-003911,SUP-0016,2026-01-20,USD,94394.76,RECEIVED
INV-003912,PO-003912,SUP-0008,2026-03-02,EUR,87025.0,RECEIVED
INV-003913,PO-003913,SUP-0096,2026-01-27,EUR,12147.96,RECEIVED
INV-003914,PO-003914,SUP-0115,2026-04-17,EUR,147166.99,RECEIVED
INV-003915,PO-003915,SUP-0089,2026-06-27,INR,123521.73,RECEIVED
INV-003916,PO-003916,SUP-0085,2026-08-05,EUR,129483.88,RECEIVED
INV-003917,PO-003917,SUP-0003,2026-06-11,EUR,122346.31,RECEIVED
INV-003918,PO-003918,SUP-0105,2026-07-02,GBP,67157.77,RECEIVED
INV-003919,PO-003919,SUP-0087,2026-08-16,INR,4593.02,RECEIVED
INV-003920,PO-003920,SUP-0027,2026-02-14,EUR,56300.93,RECEIVED
INV-003921,PO-003921,SUP-0089,2026-07-08,GBP,107657.61,RECEIVED
INV-003922,PO-003922,SUP-0059,2026-05-02,GBP,100313.14,RECEIVED
INV-003923,PO-003923,SUP-0052,2026-05-09,EUR,129668.38,RECEIVED
INV-003924,PO-003924,SUP-0038,2026-08-15,INR,96910.07,RECEIVED
INV-003925,PO-003925,SUP-0013,2026-08-19,INR,36952.03,RECEIVED
INV-003926,PO-003926,SUP-0092,2026-08-27,INR,115428.07,RECEIVED
INV-003927,PO-003927,SUP-0046,2026-02-23,USD,87797.42,RECEIVED
INV-003928,PO-003928,SUP-0041,2026-03-19,USD,141122.28,RECEIVED
INV-003929,PO-003929,SUP-0117,2026-03-07,INR,126029.53,RECEIVED
INV-003930,PO-003930,SUP-0001,2026-07-01,EUR,128771.88,RECEIVED
INV-003931,PO-003931,SUP-0091,2026-02-02,USD,132297.85,RECEIVED
INV-003932,PO-003932,SUP-0014,2026-09-01,INR,136531.49,RECEIVED
INV-003933,PO-003933,SUP-0075,2026-02-11,GBP,52586.93,RECEIVED
INV-003934,PO-003934,SUP-0073,2026-09-02,GBP,14218.77,RECEIVED
INV-003935,PO-003935,SUP-0097,2026-09-10,GBP,69724.11,RECEIVED
INV-003936,PO-003936,SUP-0044,2026-02-07,USD,67418.53,RECEIVED
INV-003937,PO-003937,SUP-0077,2026-06-21,EUR,132862.83,RECEIVED
INV-003938,PO-003938,SUP-0024,2026-05-29,USD,89974.44,RECEIVED
INV-003939,PO-003939,SUP-0037,2026-01-19,INR,31133.69,RECEIVED
INV-003940,PO-003940,SUP-0110,2026-09-18,USD,58989.81,RECEIVED
INV-003941,PO-003941,SUP-0113,2026-03-05,INR,80834.63,RECEIVED
INV-003942,PO-003942,SUP-0117,2026-09-09,INR,73542.84,RECEIVED
INV-003943,PO-003943,SUP-0115,2026-02-21,EUR,59545.79,RECEIVED
INV-003944,PO-003944,SUP-0059,2026-03-25,INR,80933.59,RECEIVED
INV-003945,PO-003945,SUP-0096,2026-04-29,EUR,59365.65,RECEIVED
INV-003946,PO-003946,SUP-0078,2026-04-25,EUR,111314.16,RECEIVED
INV-003947,PO-003947,SUP-0057,2026-05-20,GBP,58043.86,RECEIVED
INV-003948,PO-003948,SUP-0037,2026-03-20,INR,86224.96,RECEIVED
INV-003949,PO-003949,SUP-0066,2026-04-24,GBP,126835.35,RECEIVED
INV-003950,PO-003950,SUP-0077,2026-05-15,EUR,85427.78,RECEIVED
INV-003951,PO-003951,SUP-0042,2026-05-02,USD,11703.85,RECEIVED
INV-003952,PO-003952,SUP-0067,2026-05-17,USD,29712.57,RECEIVED
INV-003953,PO-003953,SUP-0035,2026-03-02,GBP,149274.77,RECEIVED
INV-003954,PO-003954,SUP-0105,2026-04-03,GBP,55760.65,RECEIVED
INV-003955,PO-003955,SUP-0079,2026-08-28,INR,10794.7,RECEIVED
INV-003956,PO-003956,SUP-0099,2026-08-25,USD,100206.29,RECEIVED
INV-003957,PO-003957,SUP-0050,2026-06-22,USD,86318.78,RECEIVED
INV-003958,PO-003958,SUP-0027,2026-04-18,EUR,3323.79,RECEIVED
INV-003959,PO-003959,SUP-0028,2026-03-05,INR,28895.44,RECEIVED
INV-003960,PO-003960,SUP-0019,2026-07-09,EUR,79324.08,RECEIVED
INV-003961,PO-003961,SUP-0102,2026-07-07,GBP,56931.58,RECEIVED
INV-003962,PO-003962,SUP-0058,2026-04-05,GBP,127156.65,RECEIVED
INV-003963,PO-003963,SUP-0035,2026-08-01,EUR,52583.08,RECEIVED
INV-003964,PO-003964,SUP-0045,2026-07-14,EUR,117992.56,RECEIVED
INV-003965,PO-003965,SUP-0074,2026-07-14,EUR,105621.65,RECEIVED
INV-003966,PO-003966,SUP-0101,2026-09-08,EUR,109810.92,RECEIVED
INV-003967,PO-003967,SUP-0048,2026-03-30,USD,87260.61,RECEIVED
INV-003968,PO-003968,SUP-0023,2026-07-01,EUR,76250.93,RECEIVED
INV-003969,PO-003969,SUP-0099,2026-08-14,USD,90407.48,RECEIVED
INV-003970,PO-003970,SUP-0113,2026-05-06,INR,135700.8,RECEIVED
INV-003971,PO-003971,SUP-0111,2026-02-11,GBP,95937.57,RECEIVED
INV-003972,PO-003972,SUP-0053,2026-07-25,EUR,24222.28,RECEIVED
INV-003973,PO-003973,SUP-0054,2026-03-19,INR,30000.98,RECEIVED
INV-003974,PO-003974,SUP-0101,2026-03-08,EUR,41263.23,RECEIVED
INV-003975,PO-003975,SUP-0057,2026-08-17,GBP,18320.88,RECEIVED
INV-003976,PO-003976,SUP-0102,2026-03-10,GBP,97778.51,RECEIVED
INV-003977,PO-003977,SUP-0085,2026-09-19,GBP,110052.58,RECEIVED
INV-003978,PO-003978,SUP-0119,2026-06-10,INR,74556.64,RECEIVED
INV-003979,PO-003979,SUP-0087,2026-08-12,INR,13526.23,RECEIVED
INV-003980,PO-003980,SUP-0077,2026-03-27,EUR,43339.2,RECEIVED
INV-003981,PO-003981,SUP-0041,2026-07-10,USD,76272.95,RECEIVED
INV-003982,PO-003982,SUP-0007,2026-03-12,INR,148414.73,RECEIVED
INV-003983,PO-003983,SUP-0093,2026-05-14,GBP,63088.93,RECEIVED
INV-003984,PO-003984,SUP-0062,2026-03-12,GBP,136320.29,RECEIVED
INV-003985,PO-003985,SUP-0092,2026-08-12,INR,123172.94,RECEIVED
INV-003986,PO-003986,SUP-0062,2026-04-13,GBP,128774.99,RECEIVED
INV-003987,PO-003987,SUP-0091,2026-08-11,USD,85905.97,RECEIVED
INV-003988,PO-003988,SUP-0103,2026-08-27,GBP,8733.64,RECEIVED
INV-003989,PO-003989,SUP-0109,2026-06-12,EUR,12802.41,RECEIVED
INV-003990,PO-003990,SUP-0088,2026-08-09,EUR,55845.15,RECEIVED
INV-003991,PO-003991,SUP-0013,2026-03-25,INR,21649.42,RECEIVED
INV-003992,PO-003992,SUP-0051,2026-02-26,GBP,55025.16,RECEIVED
INV-003993,PO-003993,SUP-0116,2026-03-28,EUR,50025.47,RECEIVED
INV-003994,PO-003994,SUP-0113,2026-02-05,INR,56181.61,RECEIVED
INV-003995,PO-003995,SUP-0006,2026-01-22,GBP,119583.74,RECEIVED
INV-003996,PO-003996,SUP-0089,2026-09-12,GBP,2041.46,RECEIVED
INV-003997,PO-003997,SUP-0109,2026-03-12,EUR,67927.11,RECEIVED
INV-003998,PO-003998,SUP-0013,2026-05-04,INR,107913.69,RECEIVED
INV-003999,PO-003999,SUP-0005,2026-03-28,USD,148510.72,RECEIVED
INV-004000,PO-004000,SUP-0043,2026-09-10,GBP,85934.47,RECEIVED
INV-004001,PO-004001,SUP-0100,2026-06-09,EUR,43105.86,RECEIVED
INV-004002,PO-004002,SUP-0115,2026-02-15,EUR,3151.84,RECEIVED
INV-004003,PO-004003,SUP-0081,2026-03-13,USD,66404.79,RECEIVED
INV-004004,PO-004004,SUP-0054,2026-03-07,GBP,111948.13,RECEIVED
INV-004005,PO-004005,SUP-0054,2026-08-19,INR,83054.12,RECEIVED
INV-004006,PO-004006,SUP-0107,2026-08-10,EUR,82611.3,RECEIVED
INV-004007,PO-004007,SUP-0079,2026-05-09,INR,117146.72,RECEIVED
INV-004008,PO-004008,SUP-0077,2026-03-28,EUR,108414.54,RECEIVED
INV-004009,PO-004009,SUP-0107,2026-03-10,EUR,11642.0,RECEIVED
INV-004010,PO-004010,SUP-0083,2026-04-14,INR,70500.42,RECEIVED
INV-004011,PO-004011,SUP-0114,2026-08-27,EUR,135325.57,RECEIVED
INV-004012,PO-004012,SUP-0043,2026-09-15,USD,129608.37,RECEIVED
INV-004013,PO-004013,SUP-0015,2026-06-05,EUR,4705.25,RECEIVED
INV-004014,PO-004014,SUP-0014,2026-08-24,INR,24659.29,RECEIVED
INV-004015,PO-004015,SUP-0100,2026-01-30,EUR,148288.36,RECEIVED
INV-004016,PO-004016,SUP-0036,2026-02-17,GBP,45797.22,RECEIVED
INV-004017,PO-004017,SUP-0113,2026-05-09,INR,111884.13,RECEIVED
INV-004018,PO-004018,SUP-0120,2026-08-30,INR,5746.39,RECEIVED
INV-004019,PO-004019,SUP-0055,2026-09-22,USD,20202.07,RECEIVED
INV-004020,PO-004020,SUP-0023,2026-03-21,EUR,3634.22,RECEIVED
INV-004021,PO-004021,SUP-0118,2026-06-27,USD,600.62,RECEIVED
INV-004022,PO-004022,SUP-0039,2026-03-21,GBP,114525.71,RECEIVED
INV-004023,PO-004023,SUP-0025,2026-09-14,EUR,105236.91,RECEIVED
