PO_ID,SUPPLIER_ID,CONTRACT_ID,PO_DATE,CURRENCY,TOTAL_AMOUNT,STATUS
PO-004172,SUP-0088,CON-0088,2026-02-01,EUR,119841.99,OPEN
PO-004173,SUP-0115,CON-0115,2026-08-05,EUR,149883.53,OPEN
PO-004174,SUP-0080,CON-0080,2026-04-02,INR,56726.93,OPEN
PO-004175,SUP-0110,CON-0110,2026-01-07,USD,76622.98,OPEN
PO-004176,SUP-0096,CON-0096,2026-05-22,EUR,98065.0,OPEN
PO-004177,SUP-0007,CON-0007,2026-01-02,GBP,70742.21,OPEN
PO-004178,SUP-0007,CON-0007,2026-06-17,GBP,94191.22,OPEN
PO-004179,SUP-0044,CON-0044,2026-05-25,USD,93717.76,OPEN
PO-004180,SUP-0091,CON-0091,2026-08-01,USD,144067.47,OPEN
PO-004181,SUP-0053,CON-0053,2026-08-23,EUR,93881.04,OPEN
PO-004182,SUP-0012,CON-0142,2026-05-02,USD,18174.25,OPEN
PO-004183,SUP-0017,CON-0017,2026-07-16,INR,104361.28,OPEN
PO-004184,SUP-0069,CON-0069,2026-07-17,EUR,81410.25,OPEN
PO-004185,SUP-0039,CON-0039,2026-03-05,GBP,70092.51,OPEN
PO-004186,SUP-0047,CON-0047,2026-02-23,INR,76485.67,OPEN
PO-004187,SUP-0009,CON-0009,2026-03-18,EUR,40087.63,OPEN
PO-004188,SUP-0018,CON-0018,2026-07-02,USD,41138.57,OPEN
PO-004189,SUP-0036,CON-0036,2026-06-21,INR,16278.43,OPEN
PO-004190,SUP-0015,CON-0015,2026-07-15,EUR,86039.78,OPEN
PO-004191,SUP-0097,CON-0097,2026-03-08,GBP,119419.26,OPEN
PO-004192,SUP-0086,CON-0086,2026-02-02,GBP,24921.8,OPEN
PO-004193,SUP-0039,CON-0039,2026-04-19,GBP,98235.43,OPEN
PO-004194,SUP-0098,CON-0098,2026-01-17,USD,57361.94,OPEN
PO-004195,SUP-0042,CON-0134,2026-02-28,GBP,75734.03,OPEN
PO-004196,SUP-0074,CON-0126,2026-07-21,EUR,129951.0,OPEN
PO-004197,SUP-0116,CON-0116,2026-01-27,EUR,128337.02,OPEN
PO-004198,SUP-0012,CON-0142,2026-02-22,USD,126068.39,OPEN
PO-004199,SUP-0056,CON-0056,2026-08-27,GBP,121131.58,OPEN
PO-004200,SUP-0070,CON-0070,2026-01-20,INR,135006.86,OPEN
PO-004201,SUP-0041,CON-0041,2026-06-09,USD,37595.21,OPEN
PO-004202,SUP-0035,CON-0138,2026-04-21,EUR,139046.82,OPEN
PO-004203,SUP-0047,CON-0047,2026-04-30,INR,135311.43,OPEN
PO-004204,SUP-0119,CON-0119,2026-01-11,INR,90502.52,OPEN
PO-004205,SUP-0017,CON-0017,2026-05-12,INR,48464.27,OPEN
PO-004206,SUP-0106,CON-0106,2026-02-22,USD,41330.12,OPEN
PO-004207,SUP-0112,CON-0112,2026-08-16,EUR,94609.53,OPEN
PO-004208,SUP-0062,CON-0062,2026-02-14,GBP,29947.73,OPEN
PO-004209,SUP-0057,CON-0139,2026-03-28,GBP,85726.69,OPEN
PO-004210,SUP-0070,CON-0070,2026-05-31,INR,114181.85,OPEN
PO-004211,SUP-0098,CON-0098,2026-05-02,USD,124798.11,OPEN
PO-004212,SUP-0116,CON-0116,2026-07-14,EUR,130165.06,OPEN
PO-004213,SUP-0091,CON-0091,2026-05-11,USD,123733.83,OPEN
PO-004214,SUP-0038,CON-0038,2026-01-17,INR,80390.65,OPEN
PO-004215,SUP-0011,CON-0011,2026-08-15,GBP,115478.8,OPEN
PO-004216,SUP-0109,CON-0109,2026-06-08,EUR,18800.13,OPEN
PO-004217,SUP-0067,CON-0127,2026-04-17,GBP,127092.52,OPEN
PO-004218,SUP-0018,CON-0018,2026-06-14,USD,73953.94,OPEN
PO-004219,SUP-0079,CON-0079,2026-06-13,INR,3511.9,OPEN
PO-004220,SUP-0101,CON-0101,2026-02-07,EUR,109244.77,OPEN
PO-004221,SUP-0115,CON-0115,2026-01-23,EUR,44140.11,OPEN
PO-004222,SUP-0108,CON-0108,2026-01-19,USD,70278.44,OPEN
PO-004223,SUP-0036,CON-0148,2026-03-07,GBP,21061.38,OPEN
PO-004224,SUP-0094,CON-0094,2026-02-10,USD,71530.57,OPEN
PO-004225,SUP-0049,CON-0049,2026-02-01,INR,127910.85,OPEN
PO-004226,SUP-0024,CON-0024,2026-01-07,USD,102594.55,OPEN
PO-004227,SUP-0049,CON-0049,2026-06-02,INR,46435.52,OPEN
PO-004228,SUP-0092,CON-0092,2026-04-23,INR,66199.31,OPEN
PO-004229,SUP-0048,CON-0048,2026-02-04,USD,39981.98,OPEN
PO-004230,SUP-0098,CON-0098,2026-04-14,USD,14210.87,OPEN
PO-004231,SUP-0093,CON-0093,2026-05-01,GBP,40487.18,OPEN
PO-004232,SUP-0070,CON-0070,2026-04-23,INR,45313.37,OPEN
PO-004233,SUP-0053,CON-0053,2026-05-14,EUR,86499.98,OPEN
PO-004234,SUP-0079,CON-0079,2026-01-01,INR,88171.78,OPEN
PO-004235,SUP-0105,CON-0105,2026-05-12,GBP,20684.4,OPEN
PO-004236,SUP-0070,CON-0070,2026-01-13,INR,10583.59,OPEN
PO-004237,SUP-0079,CON-0079,2026-07-16,INR,71599.38,OPEN
PO-004238,SUP-0100,CON-0100,2026-08-03,EUR,78264.68,OPEN
PO-004239,SUP-0036,CON-0148,2026-06-08,GBP,145335.21,OPEN
PO-004240,SUP-0089,CON-0089,2026-04-17,INR,116826.5,OPEN
PO-004241,SUP-0115,CON-0115,2026-04-05,EUR,33497.0,OPEN
PO-004242,SUP-0115,CON-0115,2026-04-13,EUR,27204.19,OPEN
PO-004243,SUP-0002,CON-0002,2026-01-17,USD,65047.32,OPEN
PO-004244,SUP-0044,CON-0044,2026-04-15,USD,133605.76,OPEN
PO-004245,SUP-0054,CON-0145,2026-06-25,GBP,47821.3,OPEN
PO-004246,SUP-0026,CON-0026,2026-05-16,GBP,69066.72,OPEN
PO-004247,SUP-0030,CON-0030,2026-06-08,GBP,98188.75,OPEN
PO-004248,SUP-0009,CON-0009,2026-04-12,EUR,30596.98,OPEN
PO-004249,SUP-0070,CON-0070,2026-05-30,INR,102941.64,OPEN
PO-004250,SUP-0060,CON-0060,2026-03-06,GBP,130374.95,OPEN
PO-004251,SUP-0007,CON-0136,2026-02-05,INR,28756.17,OPEN
PO-004252,SUP-0058,CON-0058,2026-02-22,GBP,100449.53,OPEN
PO-004253,SUP-0042,CON-0134,2026-01-18,GBP,52823.83,OPEN
PO-004254,SUP-0068,CON-0068,2026-03-11,INR,139071.73,OPEN
PO-004255,SUP-0074,CON-0074,2026-05-11,EUR,3331.2,OPEN
PO-004256,SUP-0115,CON-0115,2026-02-25,EUR,15404.19,OPEN
PO-004257,SUP-0022,CON-0022,2026-08-21,GBP,47979.99,OPEN
PO-004258,SUP-0056,CON-0056,2026-08-14,GBP,71103.54,OPEN
PO-004259,SUP-0012,CON-0142,2026-05-23,USD,51418.98,OPEN
PO-004260,SUP-0064,CON-0064,2026-05-26,EUR,27812.94,OPEN
PO-004261,SUP-0075,CON-0075,2026-03-11,GBP,53436.04,OPEN
PO-004262,SUP-0050,CON-0050,2026-08-01,USD,45421.67,OPEN
PO-004263,SUP-0084,CON-0084,2026-05-04,EUR,15214.8,OPEN
PO-004264,SUP-0015,CON-0015,2026-01-29,EUR,57356.63,OPEN
PO-004265,SUP-0039,CON-0039,2026-01-04,GBP,28604.23,OPEN
PO-004266,SUP-0012,CON-0129,2026-03-09,INR,44865.25,OPEN
PO-004267,SUP-0040,CON-0141,2026-03-31,USD,51478.27,OPEN
PO-004268,SUP-0021,CON-0021,2026-08-15,GBP,42139.52,OPEN
PO-004269,SUP-0031,CON-0031,2026-07-04,GBP,8485.61,OPEN
PO-004270,SUP-0013,CON-0013,2026-02-02,INR,88481.61,OPEN
PO-004271,SUP-0118,CON-0118,2026-06-11,USD,54160.19,OPEN
PO-004272,SUP-0034,CON-0034,2026-04-13,GBP,75667.16,OPEN
PO-004273,SUP-0062,CON-0062,2026-03-13,GBP,67989.92,OPEN
PO-004274,SUP-0016,CON-0143,2026-04-28,EUR,29096.17,OPEN
PO-004275,SUP-0086,CON-0086,2026-04-24,GBP,61184.59,OPEN
PO-004276,SUP-0040,CON-0040,2026-05-23,USD,118300.01,OPEN
PO-004277,SUP-0030,CON-0030,2026-02-26,GBP,21255.55,OPEN
PO-004278,SUP-0099,CON-0099,2026-05-02,USD,46409.38,OPEN
PO-004279,SUP-0004,CON-0140,2026-08-22,EUR,51997.58,OPEN
PO-004280,SUP-0112,CON-0112,2026-03-05,EUR,19562.1,OPEN
PO-004281,SUP-0085,CON-0085,2026-02-09,EUR,95381.76,OPEN
PO-004282,SUP-0061,CON-0061,2026-03-28,EUR,28625.12,OPEN
PO-004283,SUP-0019,CON-0019,2026-04-24,EUR,82190.17,OPEN
PO-004284,SUP-0107,CON-0107,2026-07-08,EUR,32188.34,OPEN
PO-004285,SUP-0118,CON-0118,2026-02-14,USD,110358.79,OPEN
PO-004286,SUP-0104,CON-0104,2026-04-21,GBP,106933.22,OPEN
PO-004287,SUP-0010,CON-0010,2026-01-20,INR,6329.46,OPEN
PO-004288,SUP-0105,CON-0105,2026-05-04,GBP,43985.92,OPEN
PO-004289,SUP-0090,CON-0090,2026-02-12,USD,58187.91,OPEN
PO-004290,SUP-0048,CON-0048,2026-06-03,USD,54039.01,OPEN
PO-004291,SUP-0075,CON-0075,2026-06-01,GBP,124981.94,OPEN
PO-004292,SUP-0109,CON-0109,2026-03-20,EUR,50924.55,OPEN
PO-004293,SUP-0071,CON-0071,2026-05-08,INR,47886.05,OPEN
PO-004294,SUP-0039,CON-0039,2026-02-04,GBP,20461.48,OPEN
PO-004295,SUP-0067,CON-0067,2026-06-26,USD,31392.74,OPEN
PO-004296,SUP-0116,CON-0116,2026-01-31,EUR,27677.51,OPEN
PO-004297,SUP-0022,CON-0022,2026-08-01,GBP,13218.9,OPEN
PO-004298,SUP-0079,CON-0079,2026-04-27,INR,100442.17,OPEN
PO-004299,SUP-0118,CON-0118,2026-08-19,USD,30258.56,OPEN
PO-004300,SUP-0025,CON-0147,2026-05-15,EUR,146020.05,OPEN
PO-004301,SUP-0010,CON-0010,2026-04-09,INR,74305.69,OPEN
PO-004302,SUP-0015,CON-0015,2026-03-29,EUR,79951.28,OPEN
PO-004303,SUP-0090,CON-0090,2026-06-07,USD,79990.38,OPEN
PO-004304,SUP-0025,CON-0025,2026-01-11,USD,70713.04,OPEN
PO-004305,SUP-0012,CON-0125,2026-05-04,USD,118726.38,OPEN
PO-004306,SUP-0064,CON-0064,2026-01-03,EUR,43286.95,OPEN
PO-004307,SUP-0068,CON-0068,2026-01-14,INR,15945.91,OPEN
PO-004308,SUP-0011,CON-0123,2026-02-05,USD,130409.34,OPEN
PO-004309,SUP-0050,CON-0050,2026-07-05,USD,54276.54,OPEN
PO-004310,SUP-0114,CON-0114,2026-02-20,EUR,79565.63,OPEN
PO-004311,SUP-0052,CON-0052,2026-01-26,EUR,81813.31,OPEN
PO-004312,SUP-0094,CON-0094,2026-07-09,USD,103365.23,OPEN
PO-004313,SUP-0065,CON-0122,2026-07-24,GBP,138887.8,OPEN
PO-004314,SUP-0090,CON-0090,2026-03-30,USD,20543.2,OPEN
PO-004315,SUP-0080,CON-0080,2026-06-05,INR,119542.45,OPEN
PO-004316,SUP-0095,CON-0095,2026-04-21,GBP,73794.63,OPEN
PO-004317,SUP-0063,CON-0063,2026-06-21,INR,101695.73,OPEN
PO-004318,SUP-0069,CON-0069,2026-03-04,EUR,48372.26,OPEN
PO-004319,SUP-0112,CON-0112,2026-08-17,EUR,145768.2,OPEN
PO-004320,SUP-0055,CON-0055,2026-02-23,USD,75517.02,OPEN
PO-004321,SUP-0003,CON-0003,2026-01-19,EUR,43230.25,OPEN
PO-004322,SUP-0071,CON-0071,2026-03-29,INR,149635.9,OPEN
PO-004323,SUP-0058,CON-0058,2026-05-29,GBP,2914.75,OPEN
PO-004324,SUP-0118,CON-0118,2026-06-04,USD,1992.9,OPEN
PO-004325,SUP-0002,CON-0002,2026-02-14,USD,149947.68,OPEN
PO-004326,SUP-0009,CON-0009,2026-03-14,EUR,61548.04,OPEN
PO-004327,SUP-0070,CON-0070,2026-05-08,INR,22795.61,OPEN
PO-004328,SUP-0083,CON-0083,2026-01-27,INR,80843.0,OPEN
PO-004329,SUP-0032,CON-0146,2026-02-04,EUR,102141.12,OPEN
PO-004330,SUP-0116,CON-0116,2026-04-06,EUR,36805.03,OPEN
PO-004331,SUP-0014,CON-0014,2026-08-29,INR,3936.31,OPEN
PO-004332,SUP-0112,CON-0112,2026-02-06,EUR,67727.26,OPEN
PO-004333,SUP-0020,CON-0020,2026-05-19,EUR,88438.33,OPEN
PO-004334,SUP-0066,CON-0066,2026-06-21,GBP,80459.76,OPEN
PO-004335,SUP-0013,CON-0013,2026-02-19,INR,148885.35,OPEN
PO-004336,SUP-0074,CON-0074,2026-05-19,EUR,72010.74,OPEN
PO-004337,SUP-0009,CON-0009,2026-01-31,EUR,97754.57,OPEN
PO-004338,SUP-0009,CON-0009,2026-04-28,EUR,85403.25,OPEN
PO-004339,SUP-0050,CON-0050,2026-03-07,USD,50569.01,OPEN
PO-004340,SUP-0106,CON-0106,2026-08-23,USD,54249.63,OPEN
PO-004341,SUP-0060,CON-0060,2026-05-12,GBP,102498.77,OPEN
PO-004342,SUP-0037,CON-0037,2026-08-13,EUR,8196.97,OPEN
PO-004343,SUP-0104,CON-0104,2026-07-27,GBP,130918.43,OPEN
PO-004344,SUP-0039,CON-0039,2026-06-09,GBP,16727.4,OPEN
PO-004345,SUP-0100,CON-0100,2026-05-21,EUR,80202.92,OPEN
PO-004346,SUP-0061,CON-0061,2026-03-26,EUR,70588.61,OPEN
PO-004347,SUP-0088,CON-0088,2026-07-29,EUR,2337.71,OPEN
PO-004348,SUP-0075,CON-0075,2026-03-22,GBP,10566.46,OPEN
PO-004349,SUP-0035,CON-0138,2026-01-30,EUR,54987.5,OPEN
PO-004350,SUP-0033,CON-0033,2026-03-25,USD,127509.77,OPEN
PO-004351,SUP-0056,CON-0056,2026-03-28,GBP,122366.94,OPEN
PO-004352,SUP-0029,CON-0029,2026-03-30,USD,96572.61,OPEN
PO-004353,SUP-0004,CON-0140,2026-07-08,EUR,61569.55,OPEN
PO-004354,SUP-0011,CON-0011,2026-07-11,GBP,119065.12,OPEN
PO-004355,SUP-0120,CON-0120,2026-03-13,USD,32779.34,OPEN
PO-004356,SUP-0069,CON-0069,2026-02-18,EUR,71989.46,OPEN
PO-004357,SUP-0042,CON-0042,2026-07-05,USD,50062.86,OPEN
PO-004358,SUP-0005,CON-0005,2026-06-15,USD,94942.99,OPEN
PO-004359,SUP-0009,CON-0009,2026-01-23,EUR,125647.48,OPEN
PO-004360,SUP-0059,CON-0133,2026-06-13,INR,94982.3,OPEN
PO-004361,SUP-0005,CON-0005,2026-05-05,USD,95217.53,OPEN
PO-004362,SUP-0086,CON-0086,2026-04-26,GBP,47654.62,OPEN
PO-004363,SUP-0058,CON-0058,2026-04-13,GBP,139848.66,OPEN
PO-004364,SUP-0093,CON-0093,2026-08-11,GBP,63701.65,OPEN
PO-004365,SUP-0087,CON-0087,2026-02-18,INR,16033.73,OPEN
PO-004366,SUP-0118,CON-0118,2026-06-23,USD,15991.25,OPEN
PO-004367,SUP-0012,CON-0129,2026-06-11,INR,117156.8,OPEN
PO-004368,SUP-0020,CON-0020,2026-08-25,EUR,91902.21,OPEN
PO-004369,SUP-0061,CON-0061,2026-01-04,EUR,115930.86,OPEN
PO-004370,SUP-0095,CON-0124,2026-02-27,INR,65102.56,OPEN
PO-004371,SUP-0119,CON-0119,2026-05-29,INR,28275.21,OPEN
PO-004372,SUP-0081,CON-0081,2026-08-29,INR,2425.36,OPEN
PO-004373,SUP-0090,CON-0090,2026-08-13,USD,4827.68,OPEN
PO-004374,SUP-0083,CON-0083,2026-04-08,INR,9465.56,OPEN
PO-004375,SUP-0089,CON-0121,2026-03-28,GBP,116725.75,OPEN
PO-004376,SUP-0009,CON-0009,2026-01-03,EUR,106187.9,OPEN
PO-004377,SUP-0060,CON-0060,2026-05-21,GBP,74120.59,OPEN
PO-004378,SUP-0053,CON-0053,2026-05-23,EUR,64162.18,OPEN
PO-004379,SUP-0034,CON-0034,2026-01-14,GBP,38709.36,OPEN
PO-004380,SUP-0077,CON-0077,2026-07-20,EUR,141334.68,OPEN
PO-004381,SUP-0093,CON-0093,2026-04-10,GBP,72680.83,OPEN
PO-004382,SUP-0114,CON-0114,2026-01-04,EUR,82788.7,OPEN
PO-004383,SUP-0082,CON-0082,2026-08-13,GBP,73461.8,OPEN
PO-004384,SUP-0058,CON-0058,2026-03-30,GBP,55690.66,OPEN
PO-004385,SUP-0109,CON-0109,2026-04-29,EUR,100700.83,OPEN
PO-004386,SUP-0060,CON-0060,2026-06-06,GBP,47542.25,OPEN
PO-004387,SUP-0004,CON-0140,2026-08-21,EUR,17069.21,OPEN
PO-004388,SUP-0103,CON-0103,2026-04-12,GBP,10708.86,OPEN
PO-004389,SUP-0034,CON-0034,2026-03-29,GBP,44974.0,OPEN
PO-004390,SUP-0085,CON-0085,2026-01-23,EUR,42711.44,OPEN
PO-004391,SUP-0002,CON-0002,2026-04-17,USD,4320.56,OPEN
PO-004392,SUP-0084,CON-0084,2026-04-02,EUR,63798.22,OPEN
PO-004393,SUP-0100,CON-0100,2026-04-19,EUR,87965.67,OPEN
PO-004394,SUP-0107,CON-0107,2026-05-28,EUR,15381.73,OPEN
PO-004395,SUP-0035,CON-0138,2026-02-17,EUR,15711.87,OPEN
PO-004396,SUP-0042,CON-0134,2026-01-04,GBP,98070.35,OPEN
PO-004397,SUP-0119,CON-0119,2026-06-23,INR,45699.48,OPEN
PO-004398,SUP-0018,CON-0018,2026-08-17,USD,63671.21,OPEN
PO-004399,SUP-0117,CON-0117,2026-07-26,INR,109351.05,OPEN
PO-004400,SUP-0065,CON-0065,2026-02-20,GBP,30069.63,OPEN
PO-004401,SUP-0004,CON-0140,2026-01-06,EUR,47272.5,OPEN
PO-004402,SUP-0088,CON-0088,2026-06-10,EUR,143272.11,OPEN
PO-004403,SUP-0057,CON-0057,2026-02-17,INR,138753.04,OPEN
PO-004404,SUP-0003,CON-0003,2026-03-26,EUR,12654.11,OPEN
PO-004405,SUP-0002,CON-0002,2026-04-01,USD,62989.77,OPEN
PO-004406,SUP-0014,CON-0014,2026-05-20,INR,44212.99,OPEN
PO-004407,SUP-0080,CON-0080,2026-04-07,INR,718.49,OPEN
PO-004408,SUP-0004,CON-0140,2026-04-02,EUR,23402.82,OPEN
PO-004409,SUP-0029,CON-0029,2026-03-10,USD,36647.33,OPEN
PO-004410,SUP-0005,CON-0005,2026-04-08,USD,114782.79,OPEN
PO-004411,SUP-0019,CON-0019,2026-03-01,EUR,145821.05,OPEN
PO-004412,SUP-0093,CON-0093,2026-01-27,GBP,77408.08,OPEN
PO-004413,SUP-0065,CON-0065,2026-02-16,GBP,98980.05,OPEN
PO-004414,SUP-0114,CON-0114,2026-07-01,EUR,14396.99,OPEN
PO-004415,SUP-0094,CON-0094,2026-07-05,USD,100185.99,OPEN
PO-004416,SUP-0116,CON-0116,2026-05-22,EUR,10879.54,OPEN
PO-004417,SUP-0044,CON-0044,2026-08-06,USD,13059.7,OPEN
PO-004418,SUP-0075,CON-0075,2026-08-25,GBP,131524.05,OPEN
PO-004419,SUP-0095,CON-0095,2026-06-25,GBP,23953.26,OPEN
PO-004420,SUP-0066,CON-0066,2026-08-17,GBP,114705.86,OPEN
PO-004421,SUP-0037,CON-0150,2026-05-19,INR,95537.6,OPEN
PO-004422,SUP-0095,CON-0124,2026-07-30,INR,22065.87,OPEN
PO-004423,SUP-0061,CON-0061,2026-03-27,EUR,88667.2,OPEN
PO-004424,SUP-0115,CON-0115,2026-05-16,EUR,109907.93,OPEN
PO-004425,SUP-0085,CON-0135,2026-06-07,GBP,33718.45,OPEN
PO-004426,SUP-0087,CON-0087,2026-07-31,INR,107068.57,OPEN
PO-004427,SUP-0037,CON-0037,2026-03-11,EUR,25822.25,OPEN
PO-004428,SUP-0120,CON-0120,2026-03-30,USD,9607.76,OPEN
PO-004429,SUP-0097,CON-0097,2026-07-03,GBP,148555.29,OPEN
PO-004430,SUP-0036,CON-0148,2026-04-12,GBP,44073.11,OPEN
PO-004431,SUP-0059,CON-0059,2026-01-10,GBP,55087.82,OPEN
PO-004432,SUP-0037,CON-0037,2026-02-10,EUR,66995.05,OPEN
PO-004433,SUP-0089,CON-0089,2026-04-05,INR,61429.58,OPEN
PO-004434,SUP-0022,CON-0022,2026-05-16,GBP,149726.74,OPEN
PO-004435,SUP-0099,CON-0099,2026-02-18,USD,145773.14,OPEN
PO-004436,SUP-0062,CON-0062,2026-08-18,GBP,120293.44,OPEN
PO-004437,SUP-0052,CON-0052,2026-05-12,EUR,50567.08,OPEN
PO-004438,SUP-0027,CON-0027,2026-06-29,EUR,113245.92,OPEN
PO-004439,SUP-0105,CON-0105,2026-01-28,GBP,66760.46,OPEN
PO-004440,SUP-0030,CON-0030,2026-02-22,GBP,37176.21,OPEN
PO-004441,SUP-0004,CON-0140,2026-07-20,EUR,60731.46,OPEN
PO-004442,SUP-0060,CON-0060,2026-08-09,GBP,99177.81,OPEN
PO-004443,SUP-0072,CON-0072,2026-08-14,EUR,3893.77,OPEN
PO-004444,SUP-0055,CON-0055,2026-02-26,USD,134457.55,OPEN
PO-004445,SUP-0041,CON-0041,2026-06-23,USD,74771.98,OPEN
PO-004446,SUP-0063,CON-0063,2026-05-20,INR,137066.81,OPEN
PO-004447,SUP-0073,CON-0073,2026-04-01,GBP,66180.13,OPEN
PO-004448,SUP-0028,CON-0028,2026-07-27,INR,108150.18,OPEN
PO-004449,SUP-0012,CON-0129,2026-08-06,INR,31075.33,OPEN
PO-004450,SUP-0086,CON-0086,2026-03-19,GBP,103282.15,OPEN
PO-004451,SUP-0100,CON-0100,2026-02-17,EUR,116964.28,OPEN
PO-004452,SUP-0020,CON-0020,2026-06-22,EUR,109053.6,OPEN
PO-004453,SUP-0031,CON-0031,2026-03-13,GBP,122423.18,OPEN
PO-004454,SUP-0075,CON-0075,2026-08-12,GBP,110863.77,OPEN
PO-004455,SUP-0006,CON-0006,2026-02-27,GBP,50759.92,OPEN
PO-004456,SUP-0083,CON-0083,2026-03-15,INR,119854.54,OPEN
PO-004457,SUP-0077,CON-0077,2026-06-05,EUR,73502.71,OPEN
PO-004458,SUP-0103,CON-0103,2026-04-15,GBP,90510.42,OPEN
PO-004459,SUP-0061,CON-0061,2026-02-21,EUR,70485.63,OPEN
PO-004460,SUP-0069,CON-0069,2026-04-02,EUR,22945.78,OPEN
PO-004461,SUP-0015,CON-0015,2026-01-06,EUR,27292.65,OPEN
PO-004462,SUP-0100,CON-0100,2026-07-25,EUR,145904.08,OPEN
PO-004463,SUP-0069,CON-0069,2026-04-01,EUR,76112.54,OPEN
PO-004464,SUP-0052,CON-0052,2026-03-08,EUR,80879.41,OPEN
PO-004465,SUP-0077,CON-0077,2026-04-23,EUR,72611.45,OPEN
PO-004466,SUP-0103,CON-0103,2026-06-03,GBP,139328.08,OPEN
PO-004467,SUP-0054,CON-0145,2026-01-14,GBP,109238.07,OPEN
PO-004468,SUP-0069,CON-0069,2026-07-22,EUR,1771.62,OPEN
PO-004469,SUP-0028,CON-0028,2026-01-04,INR,36928.17,OPEN
PO-004470,SUP-0078,CON-0078,2026-08-08,EUR,84603.72,OPEN
PO-004471,SUP-0079,CON-0079,2026-05-09,INR,140681.66,OPEN
PO-004472,SUP-0025,CON-0025,2026-06-12,USD,149240.79,OPEN
PO-004473,SUP-0103,CON-0103,2026-01-04,GBP,48522.43,OPEN
PO-004474,SUP-0049,CON-0049,2026-01-09,INR,31867.01,OPEN
PO-004475,SUP-0102,CON-0102,2026-06-22,GBP,19666.49,OPEN
PO-004476,SUP-0080,CON-0080,2026-07-30,INR,26288.39,OPEN
PO-004477,SUP-0028,CON-0028,2026-03-28,INR,56990.14,OPEN
PO-004478,SUP-0101,CON-0101,2026-01-30,EUR,99603.94,OPEN
PO-004479,SUP-0065,CON-0122,2026-07-24,GBP,64417.94,OPEN
PO-004480,SUP-0035,CON-0035,2026-01-04,GBP,62624.19,OPEN
PO-004481,SUP-0015,CON-0015,2026-02-20,EUR,55433.24,OPEN
PO-004482,SUP-0031,CON-0031,2026-05-06,GBP,141653.58,OPEN
PO-004483,SUP-0103,CON-0103,2026-01-04,GBP,2154.3,OPEN
PO-004484,SUP-0092,CON-0092,2026-02-26,INR,76900.01,OPEN
PO-004485,SUP-0056,CON-0056,2026-06-05,GBP,4308.43,OPEN
PO-004486,SUP-0028,CON-0028,2026-01-25,INR,37444.66,OPEN
PO-004487,SUP-0052,CON-0052,2026-01-07,EUR,118305.19,OPEN
PO-004488,SUP-0068,CON-0068,2026-07-27,INR,87316.86,OPEN
PO-004489,SUP-0043,CON-0131,2026-04-13,GBP,93467.82,OPEN
PO-004490,SUP-0011,CON-0123,2026-05-01,USD,104802.46,OPEN
PO-004491,SUP-0082,CON-0082,2026-07-29,GBP,59814.15,OPEN
PO-004492,SUP-0047,CON-0047,2026-03-15,INR,32543.31,OPEN
PO-004493,SUP-0046,CON-0046,2026-06-20,USD,41563.97,OPEN
PO-004494,SUP-0011,CON-0011,2026-01-28,GBP,6705.81,OPEN
PO-004495,SUP-0031,CON-0031,2026-04-19,GBP,48205.11,OPEN
PO-004496,SUP-0009,CON-0009,2026-07-31,EUR,102580.71,OPEN
PO-004497,SUP-0045,CON-0045,2026-01-23,EUR,136535.14,OPEN
PO-004498,SUP-0026,CON-0026,2026-08-24,GBP,133278.67,OPEN
PO-004499,SUP-0040,CON-0040,2026-04-13,USD,22200.99,OPEN
PO-004500,SUP-0105,CON-0105,2026-06-17,GBP,129273.58,OPEN
PO-004501,SUP-0007,CON-0007,2026-02-27,GBP,93182.33,OPEN
PO-004502,SUP-0066,CON-0066,2026-04-06,GBP,20783.95,OPEN
PO-004503,SUP-0109,CON-0109,2026-07-16,EUR,142396.76,OPEN
PO-004504,SUP-0009,CON-0009,2026-04-09,EUR,148668.36,OPEN
PO-004505,SUP-0065,CON-0122,2026-05-24,GBP,148343.79,OPEN
PO-004506,SUP-0108,CON-0108,2026-01-24,USD,104433.65,OPEN
PO-004507,SUP-0109,CON-0109,2026-02-24,EUR,45083.72,OPEN
PO-004508,SUP-0024,CON-0128,2026-01-03,GBP,136703.15,OPEN
PO-004509,SUP-0016,CON-0016,2026-01-26,USD,10241.84,OPEN
PO-004510,SUP-0020,CON-0020,2026-01-30,EUR,52371.0,OPEN
PO-004511,SUP-0079,CON-0079,2026-08-28,INR,23741.48,OPEN
PO-004512,SUP-0031,CON-0031,2026-06-20,GBP,98446.2,OPEN
PO-004513,SUP-0117,CON-0117,2026-08-07,INR,95241.1,OPEN
PO-004514,SUP-0027,CON-0027,2026-03-04,EUR,118917.92,OPEN
PO-004515,SUP-0080,CON-0080,2026-05-08,INR,146485.56,OPEN
PO-004516,SUP-0068,CON-0068,2026-04-26,INR,112295.18,OPEN
PO-004517,SUP-0081,CON-0137,2026-02-04,USD,13028.57,OPEN
PO-004518,SUP-0097,CON-0097,2026-05-26,GBP,100707.4,OPEN
PO-004519,SUP-0083,CON-0083,2026-06-26,INR,119906.3,OPEN
PO-004520,SUP-0067,CON-0127,2026-07-08,GBP,51210.22,OPEN
PO-004521,SUP-0006,CON-0006,2026-04-12,GBP,71392.8,OPEN
PO-004522,SUP-0054,CON-0054,2026-01-04,INR,111694.1,OPEN
PO-004523,SUP-0033,CON-0033,2026-05-26,USD,48218.98,OPEN
